,pre_root_id,post_root_id,neuropil,syn_count,nt_type
7166,720575940631474316,720575940623528925,AL_L,57,SER
7167,720575940613118610,720575940628200506,AL_L,14,ACH
7194,720575940626726730,720575940638128474,AL_L,7,ACH
7200,720575940616653030,720575940624057853,AL_L,74,ACH
7202,720575940624853600,720575940618757666,AL_L,6,ACH
7235,720575940627000582,720575940616169578,AL_L,24,ACH
7237,720575940615060290,720575940627066757,AL_L,17,ACH
7246,720575940638513752,720575940623000858,AL_L,43,ACH
7247,720575940613637782,720575940628914436,AL_L,5,ACH
7248,720575940645728132,720575940632795532,AL_L,39,ACH
7260,720575940624853600,720575940641592795,AL_L,12,ACH
7300,720575940627707753,720575940632795532,AL_L,11,ACH
7314,720575940622242253,720575940628200506,AL_L,16,ACH
7367,720575940616903209,720575940623000858,AL_L,6,DA
7378,720575940608376132,720575940615073587,AL_L,12,ACH
7414,720575940631630893,720575940623636701,AL_L,35,ACH
7415,720575940612704802,720575940623901695,AL_L,7,SER
7425,720575940633883744,720575940632795532,AL_L,11,ACH
7427,720575940628599296,720575940624079821,AL_L,5,ACH
7432,720575940618293883,720575940618308825,AL_L,119,ACH
7434,720575940618293883,720575940632403986,AL_L,43,ACH
7462,720575940628335183,720575940617175965,AL_L,10,ACH
7484,720575940616653030,720575940627066757,AL_L,75,ACH
7505,720575940623302669,720575940639892413,AL_L,21,ACH
7521,720575940642599328,720575940618385620,AL_L,22,ACH
7526,720575940622745834,720575940628200506,AL_L,27,ACH
7548,720575940618293883,720575940638128474,AL_L,19,ACH
7566,720575940617990953,720575940624057853,AL_L,33,ACH
7570,720575940610694866,720575940617175965,AL_L,12,ACH
7578,720575940628953210,720575940628023685,AL_L,10,ACH
7589,720575940627000582,720575940623636701,AL_L,27,ACH
7654,720575940621740493,720575940606762686,AL_L,26,ACH
7657,720575940630763390,720575940606762686,AL_L,21,ACH
7661,720575940626726730,720575940623528925,AL_L,64,ACH
7671,720575940623267559,720575940632403986,AL_L,25,ACH
7676,720575940634078303,720575940623528925,AL_L,57,ACH
7701,720575940624037052,720575940638128474,AL_L,5,ACH
7708,720575940617433142,720575940606762686,AL_L,70,ACH
7712,720575940619280110,720575940623636701,AL_L,1,SER
7716,720575940622375389,720575940612732273,AL_L,12,ACH
7737,720575940626811023,720575940620565313,AL_L,6,ACH
7742,720575940619150040,720575940614113682,AL_L,6,ACH
7745,720575940628277147,720575940632795532,AL_L,16,ACH
7759,720575940640282869,720575940625251401,AL_L,12,SER
7772,720575940619219627,720575940613590501,AL_L,6,ACH
7814,720575940624853600,720575940623788040,AL_L,10,ACH
7868,720575940631925096,720575940627604327,AL_L,48,ACH
7902,720575940618293883,720575940660217473,AL_L,5,ACH
7905,720575940628499322,720575940615669972,AL_L,7,ACH
7907,720575940610686162,720575940623636701,AL_L,25,ACH
7915,720575940620193472,720575940624057853,AL_L,9,ACH
7927,720575940614105342,720575940623528925,AL_L,47,ACH
7963,720575940610185221,720575940616397122,AL_L,6,ACH
8017,720575940624853600,720575940623000858,AL_L,18,ACH
8032,720575940631630893,720575940618385620,AL_L,14,ACH
8061,720575940622211845,720575940611379569,AL_L,9,ACH
8100,720575940608376132,720575940639892413,AL_L,41,ACH
8125,720575940631925096,720575940630077558,AL_L,41,ACH
8187,720575940628976887,720575940624079821,AL_L,5,ACH
8215,720575940642599328,720575940623636701,AL_L,39,ACH
8237,720575940633802045,720575940607990229,AL_L,8,SER
8265,720575940628277147,720575940648650884,AL_L,23,ACH
8276,720575940616923945,720575940623901695,AL_L,7,SER
8307,720575940629239852,720575940611379569,AL_L,11,ACH
8327,720575940620714921,720575940617175965,AL_L,39,ACH
8331,720575940626726730,720575940625013175,AL_L,7,ACH
8332,720575940625814274,720575940644362788,AL_L,12,ACH
8345,720575940623638967,720575940614113682,AL_L,15,ACH
8369,720575940607239947,720575940630546540,AL_L,16,ACH
8371,720575940623267559,720575940632795532,AL_L,23,ACH
8378,720575940636767856,720575940628023685,AL_L,30,ACH
8384,720575940628953210,720575940638128474,AL_L,10,ACH
8396,720575940620981274,720575940623000858,AL_L,13,ACH
8422,720575940622211845,720575940660217473,AL_L,9,ACH
8431,720575940628277147,720575940631619921,AL_L,7,ACH
8443,720575940622084681,720575940626650776,AL_L,5,ACH
8455,720575940645728132,720575940623636701,AL_L,47,ACH
8463,720575940628599296,720575940639892413,AL_L,80,ACH
8472,720575940614548765,720575940607990229,AL_L,20,ACH
8526,720575940627214891,720575940632403986,AL_L,42,ACH
8533,720575940623274935,720575940639892413,AL_L,44,ACH
8536,720575940628564350,720575940628059722,AL_L,14,ACH
8556,720575940625814274,720575940627265274,AL_L,4,ACH
8583,720575940624853600,720575940611379569,AL_L,16,ACH
8596,720575940621740493,720575940620311718,AL_L,12,ACH
8630,720575940622375389,720575940624057853,AL_L,54,ACH
8639,720575940620193472,720575940634771552,AL_L,24,ACH
8658,720575940640282869,720575940623528925,AL_L,62,SER
8678,720575940619219627,720575940618308825,AL_L,100,ACH
8690,720575940622084681,720575940617552541,AL_L,25,ACH
8696,720575940623302669,720575940624079821,AL_L,9,ACH
8704,720575940618293883,720575940621398254,AL_L,9,ACH
8710,720575940631474316,720575940623788040,AL_L,7,SER
8727,720575940627707753,720575940641592795,AL_L,10,ACH
8729,720575940614548765,720575940622054497,AL_L,5,ACH
8740,720575940628953210,720575940631683927,AL_L,3,ACH
8755,720575940627214891,720575940623000858,AL_L,31,ACH
8778,720575940614105342,720575940611379569,AL_L,9,ACH
8787,720575940622745834,720575940639892413,AL_L,34,ACH
8790,720575940620023024,720575940616169578,AL_L,8,ACH
8798,720575940623087859,720575940632403986,AL_L,41,ACH
8802,720575940615696490,720575940628023685,AL_L,41,ACH
8822,720575940619280110,720575940632198442,AL_L,6,ACH
8830,720575940631925096,720575940612732273,AL_L,6,ACH
8835,720575940619219627,720575940623901695,AL_L,10,ACH
8837,720575940641979277,720575940638128474,AL_L,6,ACH
8873,720575940626614405,720575940623000858,AL_L,31,ACH
8880,720575940607239947,720575940637910106,AL_L,13,ACH
8888,720575940647978804,720575940632403986,AL_L,2,GLUT
8895,720575940609577518,720575940623636701,AL_L,32,ACH
8896,720575940628953210,720575940616169578,AL_L,24,ACH
8947,720575940653829537,720575940625251401,AL_L,6,ACH
8958,720575940622972167,720575940623636701,AL_L,10,ACH
8960,720575940617534676,720575940618308825,AL_L,129,ACH
8968,720575940613664874,720575940610408643,AL_L,8,ACH
8970,720575940627606375,720575940611379569,AL_L,13,ACH
8987,720575940627707753,720575940618385620,AL_L,19,ACH
8994,720575940609577518,720575940611379569,AL_L,12,ACH
9032,720575940635562096,720575940628023685,AL_L,5,SER
9042,720575940626800792,720575940625564676,AL_R,11,ACH
9076,720575940620133568,720575940614944977,AL_L,6,ACH
9110,720575940631217782,720575940611379569,AL_L,11,ACH
9115,720575940636998463,720575940613590501,AL_L,7,ACH
9117,720575940631983330,720575940630549370,AL_R,25,DA
9118,720575940616363963,720575940623636701,AL_L,7,SER
9153,720575940627397386,720575940632403986,AL_L,10,ACH
9166,720575940619632148,720575940644362788,AL_L,11,ACH
9177,720575940621398366,720575940623000858,AL_L,8,ACH
9188,720575940628888375,720575940623000858,AL_L,12,ACH
9204,720575940606483890,720575940627708688,AL_L,18,ACH
9243,720575940629591746,720575940632795532,AL_L,15,ACH
9244,720575940625953466,720575940632403986,AL_L,7,ACH
9245,720575940629591746,720575940634939327,AL_L,11,ACH
9248,720575940617433142,720575940646576436,AL_R,6,ACH
9268,720575940629249591,720575940637623780,AL_R,6,SER
9271,720575940620882714,720575940632403986,AL_L,11,ACH
9278,720575940612755665,720575940623788040,AL_L,5,ACH
9298,720575940631240296,720575940631704716,AL_R,5,ACH
9301,720575940631296204,720575940632795532,AL_L,5,ACH
9306,720575940632679379,720575940620541349,AL_L,5,SER
9308,720575940631512376,720575940628739560,AL_L,28,SER
9320,720575940631931183,720575940611703080,AL_R,21,ACH
9321,720575940619163783,720575940638128474,AL_L,7,ACH
9331,720575940619903215,720575940640697808,AL_L,8,ACH
9362,720575940619430571,720575940624515571,AL_L,33,ACH
9420,720575940620418032,720575940611379569,AL_L,8,ACH
9425,720575940628822906,720575940614727903,AL_L,17,SER
9431,720575940631595562,720575940609454603,AL_L,16,ACH
9453,720575940632192799,720575940606705073,AL_L,6,ACH
9470,720575940629310969,720575940638422480,AL_L,7,ACH
9479,720575940620577217,720575940630024566,AL_L,19,SER
9483,720575940619761072,720575940622368792,AL_L,15,ACH
9484,720575940622363332,720575940637594334,AL_R,22,ACH
9490,720575940619150040,720575940637602650,AL_L,5,ACH
9500,720575940611475370,720575940640803200,AL_R,7,ACH
9525,720575940638511267,720575940623636701,AL_L,7,ACH
9530,720575940617479169,720575940623902471,AL_R,18,ACH
9533,720575940629567473,720575940614956072,AL_R,9,ACH
9537,720575940620303732,720575940632403986,AL_L,4,ACH
9559,720575940625889625,720575940623636701,AL_R,1,ACH
9578,720575940619844534,720575940611379569,AL_L,6,ACH
9583,720575940631885485,720575940623136717,AL_L,7,ACH
9591,720575940632315106,720575940609460491,AL_R,19,SER
9597,720575940612455917,720575940618757666,AL_L,6,ACH
9609,720575940612901807,720575940630546540,AL_L,7,SER
9620,720575940622492637,720575940630225403,AL_R,5,ACH
9624,720575940603356128,720575940638633535,AL_L,18,SER
9655,720575940634483704,720575940630407388,AL_R,5,ACH
9683,720575940617483318,720575940616020795,AL_R,8,ACH
9687,720575940612755665,720575940626115134,AL_R,7,ACH
9713,720575940641174747,720575940616169578,AL_L,6,SER
9730,720575940625273116,720575940617903168,AL_R,27,ACH
9746,720575940611045781,720575940623636701,AL_R,4,ACH
9754,720575940620882714,720575940631497078,AL_L,8,ACH
9758,720575940619401199,720575940603464672,AL_R,13,ACH
9760,720575940623503945,720575940614756589,AL_R,13,ACH
9783,720575940607239947,720575940615669972,AL_L,5,ACH
9787,720575940646088324,720575940622368792,AL_L,22,ACH
9792,720575940622891923,720575940619071005,AL_R,55,SER
9799,720575940624030734,720575940634545890,AL_R,7,ACH
9809,720575940634574004,720575940622368792,AL_L,17,ACH
9815,720575940609845454,720575940625784153,AL_L,24,ACH
9816,720575940620932717,720575940637628762,AL_R,16,SER
9818,720575940632284717,720575940624515571,AL_L,31,ACH
9860,720575940626012433,720575940632403986,AL_R,5,ACH
9869,720575940603871404,720575940627035388,AL_L,5,ACH
9894,720575940639093411,720575940624057853,AL_L,8,ACH
9896,720575940623087859,720575940606762686,AL_R,41,ACH
9902,720575940629710444,720575940611379569,AL_L,5,SER
9903,720575940646583172,720575940604407468,AL_R,8,ACH
9911,720575940621396390,720575940620199962,AL_L,7,SER
9917,720575940612024342,720575940624450342,AL_L,5,SER
9922,720575940620303732,720575940613579943,AL_L,106,ACH
9937,720575940620028080,720575940611079236,AL_L,30,SER
9977,720575940621307230,720575940632403986,AL_L,15,ACH
9978,720575940626179334,720575940623636701,AL_R,13,ACH
9981,720575940632624813,720575940623000858,AL_L,13,ACH
9998,720575940635094426,720575940623636701,AL_L,1,SER
10033,720575940631350743,720575940623543881,AL_R,7,ACH
10043,720575940607927817,720575940628023685,AL_L,8,SER
10076,720575940638860672,720575940623000858,AL_L,7,ACH
10077,720575940621424397,720575940628420264,AL_R,5,ACH
10090,720575940644028452,720575940611379569,AL_L,7,SER
10094,720575940628009771,720575940620437339,AL_L,11,ACH
10106,720575940626585481,720575940632403986,AL_R,7,ACH
10116,720575940628408143,720575940624001321,AL_L,17,ACH
10119,720575940622375389,720575940617295901,AL_L,10,ACH
10128,720575940620110830,720575940611379569,AL_L,9,ACH
10147,720575940625215416,720575940616566133,AL_R,6,SER
10153,720575940635465317,720575940615160386,AL_L,12,ACH
10158,720575940631201311,720575940644961588,AL_L,10,ACH
10159,720575940621309534,720575940613222835,AL_L,6,ACH
10183,720575940615171084,720575940632505359,AL_R,7,DA
10192,720575940638645592,720575940634325087,AL_R,5,ACH
10213,720575940622281399,720575940609282825,AL_R,8,ACH
10224,720575940631925096,720575940637136752,AL_R,7,ACH
10236,720575940620802230,720575940617903168,AL_R,22,ACH
10245,720575940615398075,720575940612475598,AL_L,5,ACH
10273,720575940630331643,720575940616169578,AL_L,6,ACH
10278,720575940615809366,720575940634303132,AL_R,5,ACH
10282,720575940617058521,720575940637943374,AL_R,16,ACH
10345,720575940642780832,720575940609447179,AL_R,24,ACH
10359,720575940647088004,720575940616169578,AL_L,8,ACH
10376,720575940633259360,720575940628822248,AL_R,5,ACH
10389,720575940629524342,720575940629279544,AL_R,7,ACH
10419,720575940628264721,720575940615073587,AL_L,5,ACH
10424,720575940626282298,720575940626624275,AL_L,9,ACH
10426,720575940628749111,720575940632795532,AL_L,5,ACH
10441,720575940612455917,720575940631633401,AL_R,5,ACH
10464,720575940642936264,720575940609454603,AL_L,14,ACH
10540,720575940622342852,720575940609282825,AL_R,6,ACH
10582,720575940618912427,720575940638775118,AL_L,4,ACH
10664,720575940627000582,720575940622726271,LAL_R,1,ACH
10676,720575940623122957,720575940617781383,AL_R,36,ACH
10678,720575940632315106,720575940611079236,AL_L,13,SER
10691,720575940638402357,720575940632403986,AL_R,1,ACH
10694,720575940631639058,720575940623000858,AL_L,9,ACH
10706,720575940619789248,720575940619071005,AL_R,27,SER
10747,720575940615146562,720575940634545890,AL_R,5,ACH
10748,720575940646514740,720575940611703080,AL_R,25,ACH
10760,720575940623603495,720575940637602650,AL_L,6,ACH
10773,720575940622242253,720575940609282825,AL_R,34,ACH
10793,720575940631450764,720575940632795532,AL_L,7,ACH
10796,720575940619514816,720575940610048981,AL_L,16,ACH
10815,720575940614724038,720575940634325087,AL_R,6,ACH
10827,720575940608508228,720575940634303132,AL_R,7,ACH
10840,720575940631217782,720575940623636701,AL_L,7,ACH
10861,720575940625298690,720575940634545890,AL_R,8,ACH
10877,720575940614831291,720575940622368792,AL_L,16,ACH
10882,720575940624990782,720575940606762686,AL_L,9,ACH
10900,720575940619188139,720575940642086389,AL_R,34,ACH
10908,720575940625613514,720575940631328104,AL_L,14,ACH
10919,720575940635170679,720575940637943374,AL_R,9,ACH
10940,720575940627606375,720575940623636701,AL_R,1,DA
10950,720575940631203896,720575940632403986,AL_L,1,SER
10959,720575940631239076,720575940623636701,AL_L,6,ACH
10966,720575940622242253,720575940620249941,AL_R,5,ACH
10972,720575940629098618,720575940604431584,AL_L,23,ACH
10975,720575940633471839,720575940611379569,AL_L,11,SER
10983,720575940638513752,720575940625251401,AL_L,15,ACH
10993,720575940615833174,720575940634545890,AL_R,7,ACH
10998,720575940619243691,720575940639080765,AL_R,47,ACH
11001,720575940631620177,720575940623788040,AL_L,5,ACH
11010,720575940630947176,720575940631462200,AL_R,20,ACH
11012,720575940609633378,720575940639337461,AL_R,7,ACH
11015,720575940635562096,720575940609282825,AL_R,7,SER
11016,720575940621611614,720575940611379569,AL_L,6,ACH
11035,720575940626253331,720575940608199748,AL_L,13,ACH
11040,720575940638642560,720575940620595053,AL_R,7,SER
11048,720575940626583059,720575940634710629,AL_R,5,SER
11059,720575940627598891,720575940632403986,AL_L,7,ACH
11066,720575940621904166,720575940635945919,AL_L,5,SER
11110,720575940638804669,720575940628739560,AL_L,47,ACH
11135,720575940633553760,720575940623636701,AL_L,12,ACH
11144,720575940619675056,720575940632403986,AL_L,9,ACH
11162,720575940624037052,720575940615366055,AL_R,70,ACH
11167,720575940635465573,720575940615160386,AL_L,13,ACH
11176,720575940614726546,720575940633294796,AL_R,7,ACH
11200,720575940637013726,720575940633804212,AL_L,15,ACH
11201,720575940627817260,720575940607990229,AL_L,20,DA
11208,720575940614120190,720575940633294796,AL_R,5,ACH
11211,720575940631247431,720575940642086389,AL_R,19,ACH
11233,720575940616923905,720575940631907159,AL_R,5,ACH
11257,720575940620719743,720575940639080765,AL_R,40,ACH
11259,720575940615758395,720575940612699761,AL_R,10,ACH
11275,720575940615885195,720575940611379569,AL_L,6,SER
11279,720575940621044863,720575940619456728,AL_R,15,ACH
11280,720575940634967915,720575940614956072,AL_R,5,ACH
11296,720575940623797321,720575940632795532,AL_L,7,ACH
11297,720575940626197532,720575940606751922,AL_L,6,ACH
11301,720575940636767856,720575940606762686,AL_R,1,ACH
11325,720575940621166719,720575940631683927,AL_R,9,ACH
11333,720575940628599595,720575940623788040,AL_L,6,ACH
11351,720575940619844534,720575940631683927,AL_R,13,SER
11355,720575940625273116,720575940623000858,AL_L,5,ACH
11362,720575940615146562,720575940609282825,AL_R,5,ACH
11367,720575940625728899,720575940626601994,AL_R,5,ACH
11372,720575940607375881,720575940623788040,AL_L,7,ACH
11415,720575940625273116,720575940610100437,AL_R,28,ACH
11420,720575940622441107,720575940619280705,AL_R,8,ACH
11436,720575940651502070,720575940637594334,AL_R,26,ACH
11509,720575940623274935,720575940632403986,AL_R,33,ACH
11545,720575940646088324,720575940623636701,AL_L,1,ACH
11556,720575940632351513,720575940605758142,AL_R,5,ACH
11565,720575940620714921,720575940624435128,AL_R,6,ACH
11567,720575940615750843,720575940613864401,AL_R,5,SER
11581,720575940626976522,720575940638128474,AL_L,8,ACH
11584,720575940628288923,720575940611379569,AL_L,5,SER
11591,720575940633024924,720575940633804212,AL_L,43,ACH
11594,720575940628601344,720575940633294796,AL_R,14,ACH
11621,720575940627000582,720575940639892413,AL_L,11,ACH
11628,720575940622375389,720575940620249941,AL_R,12,ACH
11629,720575940632510163,720575940610048981,AL_L,14,SER
11631,720575940633837247,720575940634545890,AL_R,8,ACH
11636,720575940627043048,720575940623636701,AL_R,6,ACH
11643,720575940640837027,720575940631526215,AL_R,5,ACH
11645,720575940633668031,720575940631526215,AL_R,5,ACH
11647,720575940649394553,720575940632167085,AL_R,15,ACH
11650,720575940619331163,720575940631683927,AL_R,13,ACH
11668,720575940613011375,720575940623000858,AL_L,11,ACH
11680,720575940638881907,720575940634545890,AL_R,6,ACH
11686,720575940615903547,720575940623636701,AL_L,9,ACH
11694,720575940644667246,720575940635945919,AL_L,5,ACH
